Q,A,label
배고파서 자다 깼어,맛난 거 드세요.,0
배고파서 힘이 없어,얼른 뭐라도 드세요.,0
배고프다.,저도 밥 먹고 싶어요,0
배고프당,얼른 맛난 음식 드세요.,0
배고프면 예민함?,보이는 게 없죠.,0
배고픈 거 같아,뭐라도 드세요.,0
배달 중이래,곧 오겠네요.,0
배부르고 졸려,한 숨 주무세요.,0
배부르니 졸리다,한 숨 주무세요.,0
배불러,산책 좀 해야겠네여.,0
배불러,좀 쉬세요.,0
배불러서 배 터질 듯,위를 좀 쉬게 해주세요.,0
배송 중이래,곧 오겠네요.,0
배워도 모르는 게 너무 많아,그래서 배우는 게 즐겁죠.,0
배터리 간당간당,어서 충전 하세요.,0
버스타면 힘든데 그냥 택시탈까,버스가 좋아요.,0
버스탈까 택시탈까,버스가 좋아요.,0
베터리 15%야,미리 충전하세요.,0
베터리 겨우 15%야,미리 충전하세요.,0
베터리 충전기도 안 가져 왔네,충전할 곳을 찾아보세요.,0
변명거리 생각해봐,변명보다는 포장이 좋을 것 같아요.,0
변명거리가 생각이 안나,변명보다는 포장이 좋을 것 같아요.,0
변한게 없어,좋은 걸 수도 있어요.,0
변한게 하나도 없어,좋은 걸 수도 있어요.,0
변화가 없어,마음에 따라 얼마든지 바뀔 수 있어요.,0
변화를 좀 주고 싶다.,긍정적으로 바뀔 수 있어요,0
별 사람이 많다,그걸 깨닫다니 대단하시군요.,0
별거 아닌데 떨려,별거 아니지 않아서 그래요.,0
별것도 아닌 거 가지고 트집잡는 사람 어떡해?,웃으면서 무시해주세요.,0
별님에게 물어 보렴,제가 별이에요.,0
별다른 게 없는 일상,그게 행복일지도 몰라요.,0
별다른 게 없어,인생이 그런 거예요. 그러다가 다른 게 나타나죠.,0
별다를 게 없는 하루,작은것에 감사하는 마음을 가져보세요.,0
별들에게 물어봐,제가 별이에요.,0
별의별 사람이 다 있는 듯,정말 특이한 사람 많죠.,0
별이 안 보여,한적한 시골에서 하늘을 올려봐보세요.,0
병무청 시계는 지금도 간다,군대 시계는 멈추지 않아요.,0
병원 가기 싫어,더 아프기 전에 가보세요.,0
병원 너무 가기 싫다,더 아프기 전에 가보세요.,0
보기만해도 짜증이 나지,짜증날 때는 기분 푸는 음악 어때요?,0
보너스 깎였어,월급이 깎인 것보다 낫죠.,0
보드 타러 가야지,저도 배워보고 싶어요.,0
보드게임 재밌다,저도 하고 싶네요.,0
보름달 떴다,소원을 비세요.,0
보름달을 봤어,제 얼굴 보셨나봐요.,0
보이스피싱 같아,전화 끊어버리세요.,0
보이스피싱 같은데,경찰에 신고하고 취할 수 있는 조취를 취해보세요.,0
보이스피싱 당했어,신고하세요.,0
보이스피싱 전화왔어,신고하세요.,0
보이스피싱인듯,전화 끊어버리세요.,0
보일러 틀고 나갔어ㅠㅠ,이번달 난방비가 많이 나오겠네요.,0
보일러 틀어놓고 나왔어.,이번달 난방비가 많이 나오겠네요.,0
보조 배터리 안 가지고 왔다,빌려 보세요.,0
보조베터리 안 가져왔다,빌려 보세요.,0
보증금 마련하는 게 쉽지 않네,은행에 가서 상담 받아보세요.,0
보증금 모잘라,은행에 가서 상담 받아보세요.,0
보험 많이 든 거 같애,미래를 더 준비하고 있나봐요.,0
보험 많이 들었어,미래를 더 준비하고 있나봐요.,0
보험료 설계 다시 해야 하나?,재설계가 필요하다면 하는 게 좋을 것 같습니다.,0
보험료 재설계 해야 하나?,재설계가 필요하다면 하는 게 좋을 것 같습니다.,0
복 받겠지?,뿌린대로 거둘 거예요.,0
복근 만들어야지,윗몸일으키기 시작하세요.,0
복근 좀 생겼으면,윗몸일으키기 시작하세요.,0
복붙으로 끝내더라.,능력이라면 능력이겠죠.,0
복수전공하고 싶어,학점 관리하세요.,0
복전신청했어,많이 배우면 좋죠.,0
복전하고 싶어,학점 관리하세요.,0
복전하면 좋아?,나중에 도움이 될 거예요.,0
복전하면 힘들텐데 그래도 하는게 나을아?,나중에 도움이 될 거예요.,0
복전했어,많이 배우면 좋죠.,0
볼링 치고 놀았어,재밌겠어요.,0
볼링 치고 옴,재밌겠어요.,0
봄날이 기대돼,봄은 항상 두근거려요.,0
봄방학이다!,부럽네요.,0
봄방학했어,부럽네요.,0
봄에 동물원 가는거 어때?,동심으로 돌아갈 거 같아요.,0
봄이 오긴 오나봐,따뜻해졌죠.,0
봄이 왔어,초록초록하네요.,0
봄이 왔으면 좋겠어,봄은 항상 두근거려요.,0
봄이다,초록초록하네요.,0
봄인가봐,날씨가 많이 풀렸죠.,0
봉사도 하고 사랑을 베풀고 싶어,나를 진실로 존중하고 사랑할 때 가능해요.,0
봉사활동 해볼까,의미있는 일이네요.,0
봉사활동도 좀 해야 하는데,의미있는 일이네요.,0
부담스러운 기대 좀 떨쳐낼 없을까?,자신을 사랑할수록 외부의 인정은 필요 없어요.,0
부드러운 이불에서 나가기 싫어,지상 천국이니 당연하죠.,0
부산 갈까?,여행은 항상 좋죠.,0
부산 놀러갈까?,여행은 항상 좋죠.,0
부업할까?,좋아요!,0
부자 되게 해주세요,저도요.,0
부자 백수 하고 싶어,그게 최고죠.,0
부자로 태어 났으면 좋을 텐데,뭔가 안풀리는 일이 있나봐요.,0
부자친구 스트레스,그런 걱정은 안 하셔도 되어요.,0
부케 누가 받지?,누구든 받을 사람이 있을 거예요. 친구들한테 연락해보세요.,0
부케 뭐로 하지,당신이 좋아하는 꽃으로 만들어보세요.,0
부케 어떤 꼿으로 하지,당신이 좋아하는 꽃으로 만들어보세요.,0
부팅 시간 너무 오래 걸려,강제종료 하고 나서 그런 경우가 종종 있어요.,0
분식 먹고 싶아.,건강을 위해 조금씩 드세요.,0
분통 터지지만 포기안한다고 말했네요,마음이 힘들겠어요.,0
불 날 뻔,조심하세요.,0
불 날 뻔했어,조심하세요.,0
불공평해,세상은 누구에게나 불공평해요.,0
불만을 입에 달고 다니는 사람 때문에 고민이야,옆에 있어서 피곤하겠어요.,0
불만이 너무 많아,옆에 있어서 피곤하겠어요.,0
불만족스러워,스스로 좋다고 못 느끼는게 제일 어려운 것 같아요.,0
불면증 온 거 같아.,고민이 많은가 봐요.,0
불면증인가,생각이 너무 많아서 그런 것 같습니다.,0
불면증인가봐,고민이 많은가 봐요.,0
불안해,두려워하지 않아도 돼요.,0
불편한 사이가 된 거 같아,관계의 변화가 왔나봅니다.,0
불효자는 웁니다.,연락이라도 드려보세요.,0
뷔페 가고 싶어,저도 딸기 좋아해요. 같이 가요.,0
블랙데이인데 짜장면 같이 먹을 사람이 없어,짜장면은 혼자 먹어도 맛있어요,0
블랙박스 제대로 찍혔을까,지금 확인해보세요.,0
블랙박스로 보면 나올까,지금 확인해보세요.,0
블록체인이 뭐야?,쉽게 말해서 수없이 많은 블록들이 체인으로 엮여있는거예요.,0
블록체인이 왜 이렇게 시끄러워,쉽게 말해서 수없이 많은 블록들이 체인으로 엮여있는거예요.,0
블루투스 이어폰 살까,사면 편하겠죠.,0
블루투스 이어폰 편하겠지,사면 편하겠죠.,0
비 맞아서 옷 젖었어,감기 조심 하세요.,0
비 오기 시작하네,우산 준비하세요.,0
비 오네,우산 준비하세요.,0
비 오는 날,우산 들고 나가세요.,0
비 오는데?,우산 챙기세요.,0
비 오는데?,우산 들고 나가세요.,0
비 온다,비 맞으면 안돼요!,0
비 와,우산 챙기세요.,0
비가 와서 눅눅해,제습기를 돌려보세요.,0
비꼬는 사람,피할 수 있으면 피하세요.,0
비만 판정 받았어,건강하게 운동해보세요.,0
비밀 지켜줄까?,세상에 비밀은 없어요.,0
비밀 지킬 수 있을까,세상에 비밀은 없어요.,0
비밀번호 기억안 나,회원정보 찾기를 해보세요.,0
비밀번호 까먹었다,회원정보 찾기를 해보세요.,0
비밀번호 뭐였더라,회원정보 찾기를 해보세요.,0
비밀번호 자꾸 바꾸래,보안상 그게 좋죠.,0
비밀번호 자꾸 바꿔,보안상 그게 좋죠.,0
비밀은 없는 거겠지,언젠가 다 밝혀지기 마련이죠.,0
비밀은 없어,언젠가 다 밝혀지기 마련이죠.,0
비밀이 너무 많은 거 같아,하나씩 비밀을 공유해보세요.,0
비싼 명품 이제 그만 사야겠어,남의 눈을 위한 거라면 필요 없어요.,0
비싼 선물 부담스럽나.,고가의 선물은 부담스러울 수도 있어요.,0
비싼게 맛있어,가려 먹으면 좋죠.,0
비오면 마중 나와 주는 사람 있어서 좋다,우산 같은 사람이네요.,0
비정규직 서럽다,사람이 가장 중요한데 말이죠.,0
비정규직 차별,차별이 가장 안 좋은 건데 슬프네요.,0
비정규직은 사람도 아닌가,사람이 가장 중요한데 말이죠.,0
비정규직이라 차별받아,차별이 가장 안 좋은 건데 슬프네요.,0
비타민 먹어야지,꼬박꼬박 챙겨 드세요.,0
비타민 사서 먹어야겠다.,꼬박꼬박 챙겨 드세요.,0
비트코인 날림,안타깝지만 잊어버리세요.,0
비트코인 망함 한강 가자,어서 잊고 새출발 하세요.,0
비트코인 ㅜㅜ,안타깝지만 잊어버리세요.,0
비행기 타러 간다!,잘 다녀오세요.,0
비행기 타러 공항 간다,잘 다녀오세요.,0
비행기표가 너무 비싸,일찍 구매하면 좀 더 저렴하게 살 수 있어요.,0
비행기표가 왜이렇게 비싸,일찍 구매하면 좀 더 저렴하게 살 수 있어요.,0
빙빙 돌려서 말하지 말고 다이렉트로 말했으면,말하는 습관 차이인 듯 합니다.,0
빙수 맛있다,디저트는 언제나 맛있어요.,0
빚 때문에 죽을 것 같아,빚 얼른 갚고 새출발하세요.,0
빚이 너무 많아,빚 얼른 갚고 새출발하세요.,0
빠떼리 나감,얼른 충전하세요.,0
빡빡한 일상,여유가 생기길 바랍니다.,0
빨래 끝,이제 청소 시작.,0
빨래 다했다.,이제 청소 시작.,0
빨래했어.,부지런하시네요.,0
빨리 걷다가 넘어질뻔,조심하세요.,0
빨리 정규직 하고 싶다,곧 할 수 있을 거예요.,0
빵 먹어야지,맛있게 드세요.,0
빵 한 개만 먹어야지,맛있게 드세요.,0
빵꾸난 양말 봤나,괜찮아요. 그럴수도 있죠.,0
빼빼로 만들어 주면 좋아할까,먹어보고 싶어요.,0
빽 선물 받았어,정말 기분 좋으시겠어요.,0
빽 선물 해도 될까,받는 사람은 정말 좋겠어요.,0
뻔하다,한가지만 보면 몰라요.,0
뻘짓 한 느낌 싫다,바람 좀 쐬고 오시면 좋은텐데.,0
뿌리 염색 다시 해야 되겠다,참 귀찮은 일이죠.,0
뿌염해야지,참 귀찮은 일이죠.,0
사과를 안해,나쁜 사람이네요.,0
사과할 사람은 사과를 안해,나쁜 사람이네요.,0
사는 게 허무해요,뜻대로 되는게 많지 않죠.,0
사는게 날 너무 지치게 해,지칠 때는 쉬어도 돼요.,0
사다리타기 맨날 꽝이야,다른 곳에 쓰려고 운을 아껴뒀나봐요.,0
사다리타기 맨날 운이 안 좋아,다른 곳에 쓰려고 운을 아껴뒀나봐요.,0
사람 많아서 기다려야할지도,커피 한잔 마시며 기다려보세요.,0
사람 사이에 있어도 외로워,사람은 외로운 동물이죠.,0
사람들은 왜 이렇게 날 힘들게 할까,인간 관계가 제일 힘든 거 같아요.,0
사람들은 왜 이렇게 신경쓸까,신경쓰는 사람들 무시하세요.,0
사람들이 나 이상하대,그 누구도 아닌 자기 걸음을 걸으세요.,0
사람들이 나 좀 좋아해줬으면,먼저 다가가 보세요.,0
사람들이 날 너무 힘들게 한다.,너무 힘드시겠어요.,0
사람에 치여,너무 힘드시겠어요.,0
사람은 많은데 외로워,사람은 외로운 동물이죠.,0
사람은 진짜 다른 가봐,그걸 깨닫다니 대단하시군요.,0
사람의 마음을 얻는게 어려워,진심으로 마음을 전해보세요.,0
사람이 제일 무서워,인생을 알아가고 있군요.,0
사랑니 나나봐,아프겠어요.,0
사랑니 나는 거 아프다,진통제 드세요.,0
사랑니 나는 것 같아 아파,아프겠어요.,0
사랑니 아파,진통제 드세요.,0
사랑한다고 말해줘,많이 사랑해요!,0
사소한 걸로 트집잡는 사람 어떡해?,웃으면서 무시해주세요.,0
사수 좋아하는 거 같애,살짝 감정을 흘려보세요.,0
사수가 깐깐하게 군다,처음 배우는게 중요해요.,0
사수가 일을 너무 못하네,참고 견뎌보세요.,0
사수님 너무 좋아,살짝 감정을 흘려보세요.,0
사업 구상,성공하길 바랍니다.,0
사업 구상하고 있어,성공하길 바랍니다.,0
사업 시작해도 될까,확신이 있을 때 시작해보세요.,0
사업 해볼까?,확신이 있을 때 시작해보세요.,0
사이코가 너무 많아,조심해야해요.,0
사장이 월급을 안줘,큰일이네요.,0
사전뜻이 이상해,사전도 사람이 만드니까 이해해주세요.,0
사전이 이상해,사전도 사람이 만드니까 이해해주세요.,0
사진 업로드해야겠다.,바쁘네요.,0
사진 예쁘게 찍고 싶다.,많이 찍다보면 조금씩 실력이 늘거예요.,0
사진 올려야지,바쁘네요.,0
사진 잘 찍고 싶어,많이 찍다보면 조금씩 실력이 늘거예요.,0
사진 정리 언제 다 하냐,한번에 다 하려고 하지말고 조금씩 정리를 해보세요.,0
사진 정리가 안돼네,한번에 다 하려고 하지말고 조금씩 정리를 해보세요.,0
사투리 귀여워,귀여운 사람이 말해서 그래요.,0
사투리쓰는게 귀여워,귀여운 사람이 말해서 그래요.,0
사표 낼까?,뒷감당은 준비하세요.,0
사표 던지고 나오고 싶어,뒷감당 자신 있으면 하세요.,0
사회생활에서 인간 관계가 어려워,운전처럼 안전거리확보하세요.,0
산 넘어 산이네,그래도 넘을 수 있을 거예요.,0
산다는건 뭘까?,"이름, 직업 등 말고 온전히 자신으로 사는 거죠.",0
살 게 없네,안 사면 그만큼 모으시는거예요.,0
살 때문에 교복이 잘 안들어가,한창 클 때죠.,0
살 만한게 없네,안 사면 그만큼 모으시는거예요.,0
살 좀 빼고 싶다,적게 먹고 많이 움직이세요.,0
살 좀 빼야되는데,운동을 시작해보세요.,0
살 쪄서 교복이 껴,한창 클 때죠.,0
살만해?,누구나 한번쯤 시도해 볼 만하죠.,0
살아서 좋은점,살아있음 그 자체가 좋은 거예요.,0
살아야 하는 이유,살아있음 그 자체가 좋은 거예요.,0
살이 안 쪄,신기하네요.,0
살이 안빠져,적게 먹고 많이 움직이세요.,0
살찐 거 같아,기분일꺼에요.,0
삶에 지쳤어,지칠 때는 쉬어도 돼요.,0
삼겹살 구워 먹고 싶다.,맛나게 드세요.,0
삼겹살 구워 먹어야지,맛있겠네요.,0
삼겹살 구워야지,맛있겠네요.,0
삼겹살 냄새,섬유탈취제 뿌려보세요.,0
삼겹살 냄새 다 벴어,섬유탈취제 뿌려보세요.,0
삼겹살 먹고 싶다,맛나게 드세요.,0
삼겹살에 소주,생각만 해도 군침이 도네요.,0
삼겹살에 소주 먹고 싶어,생각만 해도 군침이 도네요.,0
상 받고 싶어,아무래도 뿌듯할 거예요.,0
상 받으면 좋겠지?,아무래도 뿌듯할 거예요.,0
상 받을 거 같아,축하합니다!,0
상 좀 받아야 할텐데,다음에는 받을 수 있을 거예요.,0
상관 없는 이야기만 해,잊어버리세요.,0
상사 너무 싫은데 좋아질 수 있을까?,피하지 말고 적극적으로 장점을 찾아서 인정하고 호의를 보여보세요.,0
상사가 갈궈.,이유가 있지 않을까요.,0
상사가 미울 때,사표를 써서 품에 품어 봅니다.,0
상사가 미워,사표를 써서 품에 품어 봅니다.,0
상사가 진짜 미쳤다,피하지 말고 적극적으로 장점을 찾아서 인정하고 호의를 보여보세요.,0
